city,site,name,address,IC,program,status_date,status,n_gdb,n_pdf
NEW LIMERICK,REM03250,LP HOULTON MILL,240 STATION ROAD,NO, VRAP ,2025-01-06,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
BANGOR,REM03251,ELDUR CORPORATION,448 GRIFFIN ROAD,NO, RCRA ,2021-04-09,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BANGOR,REM03252,C & L AVIATION,189 ODLIN ROAD,NO, RCRA ,2021-04-09,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BANGOR,REM03253,C & L AVIATION,40 WYOMING AVENUE,NO, RCRA ,2021-04-09,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
OLD TOWN,REM03254,OLD TOWN DOWN TOWN BLOCK,270 272 274 276 MAIN STR,NO, BROWNFIELDS ,2021-06-12,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
PORTLAND,REM03255,RANDALL STREET PARCEL,21 RANDALL STREET,NO, BROWNFIELDS ,2021-06-11,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
CARIBOU,REM03256,CARIBOU POWER,142 LOWER LYNDON STRE,NO, BROWNFIELDS ,2021-06-15,REMEDIATION STAGE ONGOING,1,1
PLEASANT POINT,REM03258,FORMER MUSEUM PROPERTY,ROUTE 190,NO, BROWNFIELDS ,1950-01-01,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
BANGOR,REM03259,MRS BUBBLES,38 BLUE HILL EAST,NO, UNCONTROLLED SITES ,2025-02-12,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
AUBURN,REM03260,VALETONE CLEANERS 120 CENTER ST,120 CENTER STREET,NO, UNCONTROLLED SITES ,2024-04-03,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
AUBURN,REM03261,VALETONE CLEANERS 100 CENTER ST,100 CENTER STREET,NO, UNCONTROLLED SITES ,2024-04-03,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
BOOTHBAY HARBOR,REM03262,HARBOR VILLAGE CLEANERS,149 TOWNSEND AVENUE,NO, UNCONTROLLED SITES ,2021-07-07,INVESTIGATION STAGE ONGOING,NA,1
BANGOR,REM03263,6 CLINTON STREET FORMER DRY CLEANER,6 CLINTON STREET,NO, UNCONTROLLED SITES ,2021-07-07,INVESTIGATION STAGE ONGOING,1,1
AUGUSTA,REM03264,CAPITOL CITY RIFLE AND PISTOL CLUB,861 CIVIC CENTER DRIVE,NO, UNCONTROLLED SITES ,2021-06-18,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
ENFIELD,REM03265,COVANTA WEST ENFIELD,1231 MAIN ROAD,NO, RCRA ,2021-07-08,INVESTIGATION STAGE ONGOING,NA,1
PORTAGE LAKE,REM03267,TERRY'S CASH & CARRY,2090 PORTAGE ROAD,NO, BROWNFIELDS ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
PITTSFIELD,REM03268,STERICYCLE,264 INDUSTRIAL PARK STR,NO, RCRA ,2021-07-08,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
HAMPDEN,REM03270,AMMO INDUSTRIAL PARK,NA,NO, FEDERAL FACILITIES ,1991-09-25,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
PORTLAND,REM03271,PT'S SHOW CLUB,200 RIVERSIDE DRIVE,NO, UNCONTROLLED SITES ,2019-12-06,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
LIMESTONE,REM03272,CARIBOU AFS,NA,NO, FEDERAL FACILITIES ,1991-10-21,REMEDIATION STAGE ONGOING,1,1
PORTLAND,REM03273,MARGINAL WAY PARK AND RIDE,0 MARGINAL WAY,NO, BROWNFIELDS ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
PORTLAND,REM03274,BRIGHTON AVENUE XTRA MART,865 BRIGHTON AVENUE,NO, BROWNFIELDS ,2021-07-20,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
GORHAM,REM03276,IRWIN INDUSTRIAL TOOLS,37 BARTLETT ROAD,NO, RCRA ,2022-04-07,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION 4/7/2022 REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,2
CALAIS,REM03278,DICENZO PROPERTY,35 DICENZO AVENUE,NO, VRAP ,2021-09-08,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2,1
SANFORD,REM03279,COURTNEY CLEANERS SANFORD,1298 MAIN STREET,NO, BROWNFIELDS ,2021-08-18,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
SOUTH PORTLAND,REM03280,184 MAIN STREET,184 MAIN STREET 10 ALTO,YES, VRAP ,2021-10-15,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
THOMASTON,REM03281,WATER STREET & PINE STREET PROPERTIES,3 AND 9 PINE STREET 63 W,NO, BROWNFIELDS ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BRUNSWICK,REM03282,DOWNEAST ENERGY,211 PLEASANT STREET,NO, VRAP ,2021-09-03,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
VAN BUREN,REM03283,MADORE CLEANERS,274 MAIN STREET,NO, UNCONTROLLED SITES ,2021-09-07,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
CAMDEN,REM03284,CLOTHES CARE UNLIMITED,17 MECHANIC STREET,NO, UNCONTROLLED SITES ,2021-09-07,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
PORTLAND,REM03285,COLONIAL CLEANERS PORTLAND,415 FOREST AVENUE,NO, UNCONTROLLED SITES ,2022-08-03,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
BELFAST,REM03287,BRADBURY MANOR,74 HIGH STREET,NO, BROWNFIELDS ,2021-09-17,INVESTIGATION STAGE ONGOING,1,1
BELFAST,REM03288,BRADBURY MANOR,74 HIGH STREET,NO, BROWNFIELDS ,2024-10-10,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
SEBAGO,REM03289,SHAW PROPERTY,BALDWIN ROAD ROUTE 11,NO, UNCONTROLLED SITES ,1999-08-12,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
HOLDEN,REM03290,APEX METALS LLC,42 LEEDS WAY,NO, RCRA ,2021-10-15,INVESTIGATION STAGE ONGOING,NA,1
ELLSWORTH,REM03291,ELLSWORTH FALLS MINI-MART,4 & 10 BANGOR ROAD,YES, VRAP ,2021-12-21,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
CASCO,REM03292,VAN ECK TILLMAN,27 ROOSEVELT TRAIL,YES, RCRA ,2023-09-13,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS 9/13/2023 INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,2
PORTLAND,REM03293,WASHTUB II,449 FOREST PARK #B,NO, UNCONTROLLED SITES ,2024-03-12,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM03294,688 FOREST AVENUE,688 FOREST AVENUE,NO, BROWNFIELDS ,2021-11-11,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
WINDHAM,REM03295,WINDHAM FIRE STATION (FORMER),8 MAIN STREET,NO, RCRA ,2021-11-16,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
LEWISTON,REM03297,PICKER HOUSE,6 CEDAR STREET,YES, VRAP ,2023-10-27,REMEDIATION STAGE ONGOING,NA,1
PORTLAND,REM03298,FORMER SERVICE STATIONS,275 ST. JOHN STREET & 95,YES, VRAP ,2022-01-19,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
DOVER-FOXCROFT,REM03299,FROST ROAD PROPERTY,5 FROST ROAD,NO, UNCONTROLLED SITES ,2021-10-21,INVESTIGATION STAGE ONGOING,1,1
WESTPORT ISLAND,REM03300,FORMER WESTPORT TOWN DUMP,1509 MAIN ROAD,NO, LANDFILL CLOSURE ,2021-12-08,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM03301,NORTH DEERING GARDENS,246 AUBURN STREET,NO, VRAP ,2022-02-03,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
MADAWASKA,REM03302,FAMILY DOLLAR,380 MAIN STREET,NO, VRAP ,2022-10-04,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
ELLSWORTH,REM03303,ELLSWORTH COLLISION & SERVICE CENTER,44 DOWNEAST HIGHWAY,NO, RCRA ,2022-01-13,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PRESQUE ISLE,REM03305,AROOSTA CAST,217 PARSONS RD,NO, VRAP ,2022-01-24,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
AUBURN,REM03309,PROCTOR AND GAMBLE TAMBRANDS,2879 HOTEL ROAD,NO, RCRA ,2022-01-21,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LINCOLN,REM03310,ELLA BURR SCHOOL,23 ELLA BURR ST. & 25 REE,NO, BROWNFIELDS ,1950-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
LINCOLN,REM03311,MATTANAWCOOK ACADEMY,33 REED DRIVE,NO, BROWNFIELDS ,2022-02-03,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
LINCOLN,REM03312,MATTANAWCOOK JUNIOR HIGH,45 SCHOOL STREET,NO, BROWNFIELDS ,2022-02-03,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
OLD TOWN,REM03313,OLD TOWN CDD LANDFILL,246 GILMAN FALLS AVENUE,NO, LANDFILL CLOSURE ,2022-02-10,REMEDIATION STAGE ONGOING,1,1
PORTLAND,REM03315,BINAX,217 READ STREET,NO, RCRA ,2022-02-14,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM03317,5 INDIA STREET,5 INDIA STREET,NO, VRAP ,2022-03-23,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LINCOLN,REM03318,LINCOLN PULP & TISSUE PARCELS 1A & 1B,NA,NO, BROWNFIELDS ,2024-01-01,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
PRESQUE ISLE,REM03320,1 EDGEMONT DRIVE,1 EDGEMONT DRIVE,NO, BROWNFIELDS ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
PORTLAND,REM03321,FRONT STREET-KILEY PARCEL,33 WEST PRESUMPSCOT S,NO, BROWNFIELDS ,2023-09-05,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
MECHANIC FALLS,REM03322,MARCAL PAPER SLUDGE DUMP,ELM STREET EXT AND RAS,NO, UNCONTROLLED SITES ,2025-01-31,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
BANGOR,REM03323,ESSEX STREET DUMP,WATCHMAKER STREET AN,NO, LANDFILL CLOSURE ,2022-04-28,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
WATERVILLE,REM03324,SPRING BROOK ICE & FUEL,12 SANGER AVENUE,NO, VRAP ,2022-04-27,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
SANFORD,REM03325,STONE PROPERTY,913 MAIN STREET,NO, BROWNFIELDS ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
SANFORD,REM03326,STONE MILL,72 EMERY STREET,NO, BROWNFIELDS ,2022-04-29,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
PRESQUE ISLE,REM03327,PRESQUE ISLE 1 SOLAR PROJECT,MISSILE STREET,NO, VRAP ,2022-08-11,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
BREWER,REM03328,IRVING BULK PLANT,197 ROBERTSON BOULEVA,YES, VRAP ,2022-10-25,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
WALDOBORO,REM03329,FORMER FRIENDSHIP STREET SCHOOL,129 FRIENDSHIP ROAD,NO, BROWNFIELDS ,2022-06-27,INVESTIGATION STAGE ONGOING,NA,1
SACO,REM03330,LORD PEPPERELL APARTMENTS,25 WATER STREET,NO, VRAP ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
PITTSFIELD,REM03331,PITTSFIELD WOOLEN YARNS,164 CENTRAL STREET,NO, VRAP ,2024-12-18,REMEDIATION STAGE ONGOING,1,1
DANFORTH,REM03332,5 DOC DAY LANE,5 DOC DAY LANE,NO, BROWNFIELDS ,2022-07-27,INVESTIGATION STAGE ONGOING,1,1
PORTLAND,REM03333,165 LAMBERT STREET,165 LAMBERT STREET,NO, BROWNFIELDS ,2022-08-09,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
CANTON,REM03334,OLD CANTON SCHOOL,36 SCHOOL STREET,NO, BROWNFIELDS ,2023-07-06,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
AUGUSTA,REM03335,PARKING LOT-3 BANGOR STREET,3 BANGOR STREET,NO, VRAP ,2022-08-22,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
AUGUSTA,REM03336,WHIPPER'S PARKING LOT,3 BANGOR STREET,NO, VRAP ,2022-08-23,INVESTIGATION STAGE ONGOING,NA,1
WATERVILLE,REM03337,HEAD OF FALLS VILLAGES,17 & 19 TEMPLE STREET 5,NO, VRAP ,2022-08-24,INVESTIGATION STAGE ONGOING,2,1
AVON,REM03338,VALLEY BROOK VARIETY,1032 RANGELEY ROAD,NO, VRAP ,2022-09-06,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BANGOR,REM03339,364 STATE STREET PROPERTY,364 STATE STREET,NO, VRAP ,2022-09-06,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
PORTLAND,REM03340,BAYSIDE CENTER -BAYSIDE I PARCELS-PORTLA CROSS STREETS OF LANC,NA,NO, BROWNFIELDS ,2022-09-14,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM03341,BAYSIDE CENTER-BAYSIDE II PARCELS,CROSS STREETS OF KENN,NO, BROWNFIELDS ,2022-09-14,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM03342,BAYSIDE CENTER-BAYSIDE III PARCELS,INTERSECTION OF OXFOR,NO, BROWNFIELDS ,2022-09-14,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM03345,BAYSIDE CENTER-BAYSIDE IV PARCELS,CROSS STREETS OF CEDA,NO, BROWNFIELDS ,2022-09-14,INVESTIGATION STAGE ONGOING,NA,1
TRENTON,REM03346,TRENTON ELEMENTARY SCHOOL,51 SCHOOL ROAD,NO, UNCONTROLLED SITES ,2022-08-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HOULTON,REM03347,ARK ANIMAL SANCTUARY,102 OLD WOODSTOCK ROA,YES, UNCONTROLLED SITES ,2021-12-29,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
BUXTON,REM03348,BONNY EAGLE MIDDLE SCHOOL,92 SOKOKIS TRAIL,NO, UNCONTROLLED SITES ,2025-02-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PRESQUE ISLE,REM03349,PRESQUE ISLE ABANDONED DUMP,138 MCBURNIE ROAD,NO, LANDFILL CLOSURE ,2022-10-13,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
WESTBROOK,REM03351,PTC-RMC PROPERTIES,35 SEAVEY STREET,NO, BROWNFIELDS ,2023-09-28,INVESTIGATION STAGE ONGOING,NA,1
ELIOT,REM03352,P. GAGNON & SON,262 HAROLD L. DOW HIGH,YES, VRAP ,2024-02-13,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BOOTHBAY,REM03353,12 CARTER ROAD,12 CARTER ROAD,NO, BROWNFIELDS ,2022-09-30,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
PATTEN,REM03356,FRIENDS OF VETERANS LIBRARY,69 MAIN STREET,NO, VRAP ,2024-04-17,REMEDIATION STAGE ONGOING,2,1
DEER ISLE,REM03357,DEER ISLE STONINGTON HIGH SCHOOL,251 N DEER ISLE ROAD,NO, UNCONTROLLED SITES ,2023-02-06,TRANSFERRED TODIVISION OTHER,NA,1
RUMFORD,REM03358,101 HANCOCK STREET,101 HANCOCK STREET,NO, VRAP ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
BAR HARBOR,REM03360,BAR HARBOR YMCA,21 PARK STREET,NO, BROWNFIELDS ,2022-11-08,INVESTIGATION STAGE ONGOING,NA,1
BAR HARBOR,REM03362,HIGGINS PIT,STATE HIGHWAY 3,NO, BROWNFIELDS ,2022-11-08,INVESTIGATION STAGE ONGOING,1,1
LINCOLN,REM03363,LINCOLN LANDFILL PARK AVENUE,3 RECYCLE WAY,NO, LANDFILL CLOSURE ,2022-12-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LEWISTON,REM03364,WEDGEWOOD,PINE PIERCE & BARTLETT,NO, VRAP ,2023-03-22,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
PORTLAND,REM03365,COLONIAL DRY CLEANERS NORTHGATE PLAZA,85 AUBURN STREET,NO, UNCONTROLLED SITES ,2022-12-08,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
BUCKSPORT,REM03366,LEADBETTER'S SUPER STOP,42 ACADIA HIGHWAY,NO, VRAP ,2022-12-09,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BANGOR,REM03367,LEADBETTER'S SUPER STOP EAST,322 STILLWATER AVENUE,NO, VRAP ,2023-12-22,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
BREWER,REM03368,LEADBETTER'S SUPER STOP BREWER,611 WILSON STREET,NO, VRAP ,2022-12-09,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
HOLDEN,REM03369,LEADBETTER'S SUPER STOP HOLDEN,729 MAIN ROAD,NO, VRAP ,2022-12-09,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BANGOR,REM03370,LEADBETTER'S BROADWAY SUPER STOP,1065 BROADWAY,NO, VRAP ,2024-01-02,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
BANGOR,REM03371,LEADBETTER'S SUPER STOP,1105 HAMMOND STREET,NO, VRAP ,2022-12-09,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
EASTPORT,REM03372,88 WASHINGTON STREET PROPERTY,88 WASHINGTON STREET,YES, VRAP ,2023-12-05,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
FRENCHVILLE,REM03373,PAUL'S GAS & CAR WASH,355 US ROUTE 1,YES, VRAP ,2024-06-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
KITTERY,REM03374,FORMER KITTERY COMMUNITY CENTER,45 WOODLAWN AVENUE,NO, BROWNFIELDS ,2022-12-12,INVESTIGATION STAGE ONGOING,NA,1
OXFORD,REM03375,ROBINSON MILL OXFORD,283 KING STREET,NO, BROWNFIELDS ,2023-10-11,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
DOVER-FOXCROFT,REM03377,DOVER-FOXCROFT REDEMPTION CENTER,1007 SOUTH STREET,NO, BROWNFIELDS ,2024-10-21,INVESTIGATION STAGE ONGOING,1,1
LEE,REM03378,RAYMOND'S VARIETY & DINER,2789 LEE ROAD,YES, VRAP ,2023-01-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
FREEPORT,REM03379,WILDEWOOD APARTMENTS,12 ELM STREET,NO, BROWNFIELDS ,2023-01-09,INVESTIGATION STAGE ONGOING,NA,1
BANGOR,REM03380,GOLD STAR CLEANERS 329 MAIN STREET,329 MAIN STREET,NO, RCRA ,2015-05-17,COMPLAINT INVESTIGATED UNSUBSTANTIATED,2,1
BANGOR,REM03381,GOLD STAR CLEANERS 440 MAIN STREET,440 MAIN STREET,NO, RCRA ,2015-05-07,COMPLAINT INVESTIGATED UNSUBSTANTIATED,2,1
BANGOR,REM03382,GOLD STAR CLEANERS 193 STATE STREET,193 STATE STREET,NO, RCRA ,2015-05-07,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
HALLOWELL,REM03383,HALLOWELL HISTORIC FIRE STATION,124 2ND STREET,NO, BROWNFIELDS ,2023-01-13,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
PORTLAND,REM03384,CUMBERLAND COUNTY JAIL,50 COUNTY WAY,NO, VRAP ,2023-01-18,REMEDIATION STAGE ONGOING,NA,1
BATH,REM03385,520 CENTRE STREET,520 CENTRE STREET,NO, VRAP ,2024-02-21,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
WELLS,REM03386,DRAKE STATION,POST ROAD/US ROUTE 1/U,NO, VRAP ,2023-02-02,INVESTIGATION STAGE ONGOING,NA,1
GRAY,REM03387,80 WHITNEY ROAD,80 WHITNEY ROAD,NO, BROWNFIELDS ,2023-02-07,INVESTIGATION STAGE ONGOING,NA,1
AUGUSTA,REM03388,CARON'S COLLISION REPAIR CENTER,258 EASTERN AVENUE,YES, VRAP ,2023-06-20,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
MOOSE RIVER,REM03389,MOOSE RIVER LUMBER,25 TALPEY ROAD,YES, VRAP ,2024-05-23,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
WILTON,REM03390,G.H. BASS,NA,NO, OTHER ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BATH,REM03391,FORMER MORSE HIGH SCHOOL,826 HIGH STREET,NO, BROWNFIELDS ,2023-03-08,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM03392,634 FOREST AVENUE,634 FOREST AVENUE,YES, VRAP ,2023-07-12,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
OLD TOWN,REM03393,85 VEAZIE STREET,85 VEAZIE STREET,NO, BROWNFIELDS ,1950-01-01,INVESTIGATION STAGE ONGOING,1,1
JACKMAN,REM03394,PLEASANT RIVER LUMBER RAIL SIDING,NA,NO, VRAP ,2023-03-29,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
SOUTH PORTLAND,REM03395,187 SAWYER STREET,187 SAWYER STREET,NO, BROWNFIELDS ,1950-01-01,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM03396,MAINE ARMY NATIONAL GUARD FMS 1 FACILITY 772 STEVENS AVENUE,NA,NO, RCRA ,2022-11-02,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
AUGUSTA,REM03397,HEALTH AND ENVIRONMENTAL TESTING LAB,221 STATE STREET,NO, RCRA ,2023-04-03,INVESTIGATION STAGE ONGOING,NA,1
PASSADUMKEAG,REM03398,BNW VARIETY,340 MAIN ROAD,NO, BROWNFIELDS ,2023-07-01,INVESTIGATION STAGE ONGOING,1,1
BELGRADE,REM03399,GAGNE PRECAST,28 OLD ROUTE 27 ROAD,YES, VRAP ,2023-05-25,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GREENVILLE,REM03400,GREENVILLE FIRE DEPARTMENT,10 MINDEN STREET,NO, VRAP ,2023-04-05,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
THOMASTON,REM03401,F&A MARKET,495 MAIN STREET,NO, BROWNFIELDS ,2023-10-16,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
JAY,REM03402,SPECIALTY MINERALS,300 RILEY ROAD GATE 15,NO, RCRA ,2023-09-14,INVESTIGATION STAGE ONGOING 9/14/2023 REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,2
BELFAST,REM03403,BLOOD'S GARAGE,34 NORTHPORT AVENUE,YES, VRAP ,2024-01-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
OLD ORCHARD BEACH,REM03404,AMERICA'S BEST VALUE INN,30 WEST GRAND AVENUE,YES, VRAP ,2023-05-26,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BUXTON,REM03405,ROGERS FIBRE MILL,DEPOT STREET AND TOWL,NO, UNCONTROLLED SITES ,1999-10-25,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
AUBURN,REM03406,186 MAIN STREET,186 MAIN STREET,YES, VRAP ,2024-05-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PORTLAND,REM03407,FATHOM CONGRESS LLC,385 CONGRESS STREET,NO, VRAP ,2023-08-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PORTLAND,REM03408,IMT COLD STORAGE,40 WEST COMMERCIAL ST,NO, VRAP ,2024-08-21,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
ADDISON,REM03410,BENOIT CONSERVATION PARCEL,SCHOOL STREET,NO, BROWNFIELDS ,2014-07-11,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
WINDHAM,REM03411,CHAFFIN POND,18 CHAFFIN POND,NO, BROWNFIELDS ,2012-03-16,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
SACO,REM03412,SACO INDUSTRIAL PARK,INDUSTRIAL PARK ROAD,NO, BROWNFIELDS ,2023-05-25,INVESTIGATION STAGE ONGOING,NA,1
MILLINOCKET,REM03413,740 CENTRAL STREET PROPERTY,740 CENTRAL STREET,YES, VRAP ,2023-07-05,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
DANFORTH,REM03414,11 DOC DAY LANE,11 DOC DAY LANE,NO, BROWNFIELDS ,2023-05-22,INVESTIGATION STAGE ONGOING,1,1
GUILFORD,REM03415,BRAEBURN HOTEL,CORNER OF WATER STREE,NO, BROWNFIELDS ,2023-05-31,INVESTIGATION STAGE ONGOING,1,1
